x,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,
-0.148,0.440957,0.441172,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,0.441171,
-0.147,0.441355,0.441567,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,0.441566,
-0.146,0.441754,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,0.441961,
-0.145,0.442153,0.442356,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,0.442355,
-0.144,0.442552,0.442751,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,0.44275,
-0.143,0.442951,0.443146,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,0.443145,
-0.142,0.44335,0.443541,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,0.44354,
-0.141,0.443749,0.443936,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,0.443935,
-0.14,0.444148,0.444331,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,0.44433,
-0.139,0.444547,0.444726,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,0.444725,
-0.138,0.444946,0.445121,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,0.44512,
-0.137,0.445345,0.445516,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,0.445515,
-0.136,0.445744,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,0.445911,
-0.135,0.446143,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,0.446306,
-0.134,0.446542,0.446702,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,0.446701,
-0.133,0.446941,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,0.447097,
-0.132,0.44734,0.447493,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,0.447492,
-0.131,0.447739,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,0.447888,
-0.13,0.448138,0.448284,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,0.448283,
-0.129,0.448536,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,0.448679,
-0.128,0.448935,0.449075,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,0.449074,
-0.127,0.449334,0.449471,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,0.44947,
-0.126,0.449733,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,0.449866,
-0.125,0.450132,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,0.450262,
-0.124,0.450531,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,0.450658,
-0.123,0.45093,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,0.451054,
-0.122,0.451329,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,0.45145,
-0.121,0.451728,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,0.451846,
-0.12,0.452127,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,0.452242,
-0.119,0.452526,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,0.452638,
-0.118,0.452925,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,0.453034,
-0.117,0.453324,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,0.45343,
-0.116,0.453723,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,0.453826,
-0.115,0.454122,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,0.454223,
-0.114,0.454521,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,0.454619,
-0.113,0.45492,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,0.455015,
-0.112,0.455318,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,0.455412,
-0.111,0.455717,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,0.455808,
-0.11,0.456116,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,0.456205,
-0.109,0.456515,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,0.456601,
-0.108,0.456914,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,0.456998,
-0.107,0.457313,0.457395,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,0.457394,
-0.106,0.457712,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,0.457791,
-0.105,0.458111,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,0.458188,
-0.104,0.45851,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,0.458585,
-0.103,0.458909,0.458982,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,0.458981,
-0.102,0.459308,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,0.459378,
-0.101,0.459707,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,0.459775,
-0.1,0.460106,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,0.460172,
-0.099,0.460505,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,0.460569,
-0.098,0.460904,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,0.460966,
-0.097,0.461303,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,0.461363,
-0.096,0.461702,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,0.46176,
-0.095,0.4621,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,0.462157,
-0.094,0.462499,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,0.462555,
-0.093,0.462898,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,0.462952,
-0.092,0.463297,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,0.463349,
-0.091,0.463696,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,0.463746,
-0.09,0.464095,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,0.464144,
-0.089,0.464494,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,0.464541,
-0.088,0.464893,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,0.464938,
-0.087,0.465292,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,0.465336,
-0.086,0.465691,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,0.465733,
-0.085,0.46609,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,0.466131,
-0.084,0.466489,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,0.466528,
-0.083,0.466888,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,0.466926,
-0.082,0.467287,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,0.467323,
-0.081,0.467686,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,0.467721,
-0.08,0.468085,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,0.468119,
-0.079,0.468484,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,0.468516,
-0.078,0.468883,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,0.468914,
-0.077,0.469281,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,0.469312,
-0.076,0.46968,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,0.46971,
-0.075,0.470079,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,0.470107,
-0.074,0.470478,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,0.470505,
-0.073,0.470877,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,0.470903,
-0.072,0.471276,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,0.471301,
-0.071,0.471675,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,0.471699,
-0.07,0.472074,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,0.472097,
-0.069,0.472473,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,0.472495,
-0.068,0.472872,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,0.472893,
-0.067,0.473271,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,0.473291,
-0.066,0.47367,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,0.473689,
-0.065,0.474069,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,0.474087,
-0.064,0.474468,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,0.474485,
-0.063,0.474867,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,0.474883,
